target_idx,target_field,source_idx,source_field,source_type,prior,corr_pearson,corr_spearman,corr_kendall,corr_nmi,corr_distance_corr
49,congestion_price_da,46,total_gen,confidential,0.36270537972450256,0.3388212323188782,0.21601395308971405,0.16420628130435944,0.1540222465991974,0.4351305067539215
49,congestion_price_da,38,system_energy_price_da,general,0.2887231409549713,0.3317148983478546,0.18383361399173737,0.10419522225856781,0.219191312789917,0.4478509724140167
49,congestion_price_da,47,metered_load_mw,confidential,0.28326529264450073,0.34235435724258423,0.2019037902355194,0.13189324736595154,0.1590486615896225,0.36620157957077026
49,congestion_price_da,5,gen_fuel_oil_mw,general,0.26173135638237,0.34656307101249695,0.15995657444000244,0.10984385758638382,0.13562051951885223,0.45482492446899414
49,congestion_price_da,51,marginal_loss_price_da,confidential,0.2576817274093628,0.3604949414730072,0.24627968668937683,0.20792758464813232,0.1428236961364746,0.46717315912246704
49,congestion_price_da,52,total_lmp_da,confidential,0.2558729946613312,0.497509241104126,0.31039950251579285,0.15131647884845734,0.15379910171031952,0.47566232085227966
49,congestion_price_da,1,gen_fuel_gas_mw,general,0.21009767055511475,0.33504968881607056,0.2437940090894699,0.17732825875282288,0.1270899772644043,0.3957001566886902
49,congestion_price_da,19,forecast_load_mw_latest_available,general,0.19699327647686005,0.35791346430778503,0.20353685319423676,0.16338692605495453,0.14353172481060028,0.42032766342163086
50,congestion_price_rt,39,total_lmp_rt,general,0.5260108709335327,0.5256344676017761,0.597611665725708,0.436840295791626,0.23382802307605743,0.6620169878005981
50,congestion_price_rt,40,marginal_loss_price_rt,general,0.4714549779891968,0.4764525592327118,0.574363112449646,0.406827837228775,0.285727322101593,0.5954627394676208
50,congestion_price_rt,27,total_pjm_rmccp_cr,general,0.4147680401802063,0.3426927924156189,0.37057605385780334,0.2931496798992157,0.7031575441360474,0.4245091676712036
50,congestion_price_rt,21,rmccp,general,0.39739903807640076,0.2805345058441162,0.36888736486434937,0.305536150932312,1.0,0.45376378297805786
50,congestion_price_rt,3,gen_fuel_multiple_fuels_mw,general,0.32068073749542236,0.3361304998397827,0.38790032267570496,0.259620726108551,0.09694968909025192,0.3576793074607849
50,congestion_price_rt,52,total_lmp_da,confidential,0.3153465688228607,0.3869017958641052,0.44343432784080505,0.30300647020339966,0.08528289943933487,0.4127000570297241
50,congestion_price_rt,15,gen_fuel_oil_pct,general,0.2903449237346649,0.3845900893211365,0.35251811146736145,0.22801947593688965,0.0219439547508955,0.3724759817123413
50,congestion_price_rt,13,gen_fuel_multiple_fuels_pct,general,0.28471827507019043,0.3141283690929413,0.35024353861808777,0.2619186043739319,0.08172803372144699,0.35228171944618225
50,congestion_price_rt,5,gen_fuel_oil_mw,general,0.28152069449424744,0.3902544379234314,0.36456218361854553,0.20778146386146545,0.0851275846362114,0.31729674339294434
50,congestion_price_rt,38,system_energy_price_da,general,0.2792198359966278,0.43597233295440674,0.46427714824676514,0.3479253947734833,0.10832719504833221,0.46357080340385437
50,congestion_price_rt,47,metered_load_mw,confidential,0.2630099952220917,0.26309147477149963,0.3377719819545746,0.2511979639530182,0.09974148124456406,0.31741660833358765
53,da_as_total_mw_primary_reserve,32,da_as_as_req_mw_synchronized_reserve,general,0.7170740365982056,0.6831938624382019,0.7070375680923462,0.6077573895454407,1.0,0.766772449016571
53,da_as_total_mw_primary_reserve,31,da_as_as_req_mw_primary_reserve,general,0.7113475799560547,0.674575686454773,0.6984958052635193,0.6032033562660217,1.0,0.7611330151557922
53,da_as_total_mw_primary_reserve,37,da_as_nsr_mw_primary_reserve,general,0.6908315420150757,0.7314221262931824,0.644254207611084,0.49468350410461426,0.6648451089859009,0.7061870694160461
53,da_as_total_mw_primary_reserve,33,da_as_as_req_mw_thirty_minutes_reserve,general,0.671451210975647,0.6752692461013794,0.6857672333717346,0.5853059887886047,0.7314170002937317,0.732298731803894
53,da_as_total_mw_primary_reserve,55,da_as_total_mw_thirty_minutes_reserve,confidential,0.42048710584640503,0.5141226649284363,0.5552305579185486,0.392962783575058,0.18261083960533142,0.49525538086891174
53,da_as_total_mw_primary_reserve,4,gen_fuel_nuclear_mw,general,0.3606666624546051,0.43467918038368225,0.4118874669075012,0.3302573263645172,0.22781901061534882,0.46321672201156616
53,da_as_total_mw_primary_reserve,54,da_as_total_mw_synchronized_reserve,confidential,0.35876429080963135,0.269499808549881,0.3234442472457886,0.19148728251457214,0.5314394235610962,0.48865368962287903
53,da_as_total_mw_primary_reserve,44,net_actual_interchange_mw,confidential,0.2872440218925476,0.3596746325492859,0.3605280816555023,0.26185041666030884,0.08838044106960297,0.3805939257144928
53,da_as_total_mw_primary_reserve,29,da_as_mcp_primary_reserve,general,0.26573795080184937,0.16955505311489105,0.3511554002761841,0.27536842226982117,0.30234411358833313,0.2847083806991577
53,da_as_total_mw_primary_reserve,28,total_pjm_rmpcp_cr,general,0.17046527564525604,0.16580548882484436,0.195896178483963,0.1286676526069641,0.1619681566953659,0.20563995838165283
53,da_as_total_mw_primary_reserve,25,total_pjm_self_sched_reg,general,0.1269177943468094,0.18342214822769165,0.16738909482955933,0.0869300365447998,0.028677815571427345,0.13557086884975433
54,da_as_total_mw_synchronized_reserve,37,da_as_nsr_mw_primary_reserve,general,0.7757976651191711,0.4461314380168915,0.40618446469306946,0.35727784037590027,0.9733321666717529,0.522155225276947
54,da_as_total_mw_synchronized_reserve,32,da_as_as_req_mw_synchronized_reserve,general,0.7245086431503296,0.7339830994606018,0.7493045330047607,0.5761778354644775,0.8715472221374512,0.7365556955337524
54,da_as_total_mw_synchronized_reserve,31,da_as_as_req_mw_primary_reserve,general,0.7220533490180969,0.7253854274749756,0.744894802570343,0.5764614343643188,0.8462489247322083,0.745121419429779
54,da_as_total_mw_synchronized_reserve,33,da_as_as_req_mw_thirty_minutes_reserve,general,0.7006736993789673,0.729421854019165,0.7631813287734985,0.606255054473877,0.6894987225532532,0.7258543372154236
54,da_as_total_mw_synchronized_reserve,53,da_as_total_mw_primary_reserve,confidential,0.35391587018966675,0.269499808549881,0.3234442472457886,0.19148728251457214,0.5314394235610962,0.48865368962287903
54,da_as_total_mw_synchronized_reserve,29,da_as_mcp_primary_reserve,general,0.2803759276866913,0.24907638132572174,0.3423628807067871,0.25551190972328186,0.2645018696784973,0.29216456413269043
54,da_as_total_mw_synchronized_reserve,16,gen_fuel_other_renewables_pct,general,0.2419165074825287,0.2824864983558655,0.2953891456127167,0.23835489153862,0.1193980798125267,0.30110302567481995
54,da_as_total_mw_synchronized_reserve,1,gen_fuel_gas_mw,general,0.23089639842510223,0.30571648478507996,0.3223472535610199,0.22415363788604736,0.07580360025167465,0.3135102093219757
